Mixture,Count
CN(C)C=O,1
CO,1
OC1=NCCC1,1
CCCOC(=O)CC | ClCCCl,6
C1CCOCC1 | c1ccccc1,6
CN1CCCC1=O | ClCCCCCCCl,6
CCCCC(=O)OCC | CCOC(C)=O,6
CCCCCCC | c1ccccc1,6
CN1CCCC1=O | c1ccncc1,6
CCOCCO | c1ccccc1,6
CC(C)OC(C)C | CCCCCl,6
CCCCCC(C)=O | CCCCNCCCC,6
CCCOC(C)=O | O,1
CC(C)(C)O | OC1=NCCC1,6
O | OCCNCCO,6
CCCCOC(=O)CCC,1
CCCCCC(C)=O | CCN(CC)CC,6
CN(C)C=O | ClCCCl,6
OCCO | CCCCO,1
BrCCBr | CCC(=O)OC,6
CN1CCNCC1,1
Cc1ccccc1N | c1ccncc1,6
CCN(CC)CC,1
CNc1ccccc1 | Cc1ccccc1,6
C1CCCC1 | CCCCCCCO,6
C1CCCCC1 | CNc1ccccc1,6
CN1CCCC1=O | Cc1ccccc1,6
OC1=NCCC1 | c1ccncc1,6
ClCCCl,1
CC(=O)N(C)C | ClCCCl,6
COC=O,1
C=CCCCC,1
CCCCC | CCOC=O,6
CCC(C)=O | CN1CCCC1=O,6
NCCNCCN,1
C1CCNCC1 | O,6
C1COCCO1 | O=C1CCCCCC1,6
BrCCCCBr,1
CC(C)CO | CCCCBr,6
C1COCO1 | O=C1CCCC1,6
Nc1ccccc1,1
CCCCC(=O)OC | COC=O,6
c1cc[nH]c1 | c1ccccc1,6
C1CCOCC1 | Cc1ccccc1N,6
CCCCCl | CN1CCCC1=O,6
NCCCNCCCN | O,3
BrCCBr | COC=O,6
C1CCOCC1 | Cc1ccccc1C,6
CCCCOC(C)=O | CCOC(C)=O,6
Cc1ccccc1N,1
C1COCCO1 | CCCCCC(C)=O,6
Cc1ccccc1N | Cc1ccccn1,6
O=C1CCCCCC1,1
CC(C)CCl | CC(C)OC(C)C,6
CC1CCCCC1,1
CC(C)(C)Cl,1
CN1CCCC1=O | ClCCCl,6
C1CCOCC1 | Cc1ccncc1,6
CCCCBr,1
COc1ccccc1 | OCCc1ccccc1,6
CCCCCC(C)=O | CCCNCCC,6
C1COCCO1 | O=C1CCCC1,6
CCC(C)(C)O | CCO,6
CCOC(C)(C)CC,1
COC=O | ClCCCl,6
CCCO | O=Cc1ccccc1,6
CC(=O)C(C)=O,1
CN(C)CCO | O,6
Cc1ccccc1Cl,1
C1CCOCC1 | CCCCCO,6
C1CCCCC1,1
OCCN1CCOCC1,1
CN1CCCC1=O | c1ccccc1,6
CC(=O)CC(C)C | CCC(C)(C)O,6
C1CCOCC1 | CNC=O,6
Cc1ccncc1 | O,3
CCCOC=O | ClCCCl,6
C1COCCO1 | O=C1CCCCC1,6
CCC(C)(C)O | CCOC(C)(C)CC,6
CC(C)CC(C)(C)C | CCCC(=O)OC,6
CO | OCCO,5
C1CCOCC1 | CCCCCC(C)=O,6
CC(C)=O | Nc1ccccc1,6
CNC=O,1
C1CCOCC1 | O=C1CCCC1,6
OCC(O)CO,1
BrCCBr,1
CN(CCO)CCO | c1ccncc1,6
C1COCCN1 | O,6
C1CCCCC1 | c1cc[nH]c1,6
O | OCCOCCO,6
CN(C)CCCO,1
COC(C)=O,1
C1CCOCC1 | O=C1CCCCC1,6
COC(C)(C)C,1
NCCNCCO | O,6
CC(C)CC(C)(C)C | CCCCOCCCC,6
CCOCCO | OCc1ccccc1,6
C1COCO1 | CCCCCC(C)=O,6
C=CCCCC | CCCO,6
CNCCO,1
ClCCCCl,1
O | OCC(O)CO,6
CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,1
CC(=O)c1ccccc1 | CC(C)O,6
CCCCC | COC=O,6
CCOc1ccccc1 | OCc1ccccc1,6
CCC(C)=O | CCCCNCCCC,6
CCC(C)=O | CNc1ccccc1,6
Cc1cccnc1,1
C=C(C)[C@H]1CC=C(C)CC1,1
CC(C)CC(C)(C)C,1
c1ccncc1,1
Cc1ccccc1N | Cc1cccnc1,6
COc1ccccc1 | OCc1ccccc1,6
CCCCCCC | CNc1ccccc1,6
C1CCCC1,1
CN1CCCCC1,1
Clc1ccccc1,1
CCOc1ccccc1 | OCCCc1ccccc1,6
C1COCCO1 | CCCC(C)=O,6
OCCOCCO | OCc1ccccc1,6
CC1CCCCC1 | CCCO,6
Cc1ccccn1,1
CN1CCNCC1 | O,6
NCCCNCCCN,1
BrCCCBr,1
CCOC(C)(C)C | Cc1ccccc1,6
Cn1ccnc1 | O,3
CN(C)C=O | ClCCCCCl,6
CN1CCOCC1,1
CNC=O | Cc1ccccc1Cl,6
CCOC(=O)CC(=O)OCC,1
CCCCCCCl | CN1CCCC1=O,6
NCCO,1
CC(C)CO | OC1=NCCC1,6
C1CCOCC1 | CCCC(C)=O,6
CCCCC,1
O | OCCN(CCO)CCO,4
C1CCOCC1 | Cc1ccccn1,6
CCOC=O,1
C1CCCCC1 | C1CCOCC1,6
CC(=O)N(C)C | ClCCCCCl,6
CC(C)(C)Cl | CC(C)OC(C)C,6
O | OC1=NCCC1,6
OCCNCCO,1
Cc1ccccc1N | Cc1ccncc1,6
CC(C)(C)O,1
C1COCO1 | Cc1ccccc1Cl,6
CCCCCCCCC | COC(C)(C)C,6
CC1(C)C(=O)[C@]2(C)CC[C@H]1C2 | CCO,6
C=CCCCC | CCCCO,6
CC(C)OC(C)C,1
c1cc[nH]c1 | c1ccncc1,6
CC(C)O | CCOC(=O)CC(=O)OCC,6
CCN(CC)CCO | O,4
C1COCO1 | CCCC(C)=O,6
CC(C)OC(C)C | Cc1ccccc1,6
CC(C)CC(C)(C)C | CCO,6
C1COCO1,1
CCCCO | OC1=NCCC1,6
CN1CCCC1=O | ClCCCCCl,6
CCCCOC(C)=O | c1ccccc1,6
COc1ccccc1 | OCCCc1ccccc1,6
CCOC=O | ClCCCl,6
C1CCCCC1 | c1ccccc1,6
CCCCC(=O)OC | CO,6
CC(C)CO | CCOC(=O)CC(=O)OCC,6
CC(C)CC(C)(C)C | CCCO,6
CC(C)=O | CNc1ccccc1,6
C1COCCO1 | Cc1ccccc1Cl,6
NCCO | c1ccncc1,6
C1CCCCC1 | CCCCCCCC,6
CCCC(=O)OC | COC(C)=O,6
C1CCOCC1 | c1ccncc1,6
CCCCC(=O)OC | COC(C)=O,6
CCC(C)=O | CCN(CC)CC,6
Cc1cccc(C)n1,1
C1CCCCC1 | CCCCCC,6
BrCCBr | COC(C)=O,6
CC(C)O | O,6
C1CCNCC1,1
c1cc[nH]c1,1
CC(=O)N(C)C,1
CCC(C)=O | Nc1ccccc1,6
CN(C)CCCO | O,6
CCOc1ccccc1 | OCCc1ccccc1,6
C1CCOCC1 | Cc1ccccc1Cl,6
C1CCOCC1 | CCO,6
CC(=O)C(C)C,1
CCC(C)=O | CCCCO,6
CNCCO | O,6
COC=O | ClCCCCl,6
CC(C)CC(C)(C)C | CC(C)OC(C)C,6
CCCCO | OCCO,5
NCCCO | O,6
CC(=O)c1ccccc1,1
C1CCOCC1 | Cc1cccnc1,6
c1ccccc1,1
CNc1ccccc1,1
CC/C=C\CCO,1
ClCCCCCl,1
OCc1ccccc1,1
CN(CCO)CCO | O,6
BrCCCCCBr,1
Cc1cccnc1 | O,3
CO | COC=O,6
CN(C)C=O | ClCCCCCCCl,6
C1CCOCC1 | Cc1ccccc1,6
NCCNCCN | O,6
Cn1ccnc1,1
CN1CCCC1=O,1
CC(C)CCl,1
C1CCCCC1 | CN1CCCC1=O,6
C1CCCCC1 | C1COCCO1,6
O | OCCN1CCOCC1,6
O=Cc1ccccc1,1
Cc1ccncc1,1
CC(C)CC(C)(C)C | COC(C)=O,6
CN1CCCCC1 | O,3
CC(C)OC(C)C | CCO,6
C1CCCCC1 | CC(C)O,6
CCCOC(=O)CC | Cc1ccccc1,6
C=C(C)[C@H]1CC=C(C)CC1 | CCCCCO,6
CCCCC | CCCOC=O,6
Clc1ccccc1 | c1ccccc1,6
CCC(C)=O | CCCNCCC,6
BrCCBr | CCOC=O,6
CCOC(=O)CC(=O)OCC | CO,6
CN(C)C=O | Cc1ccccc1Cl,6
BrCCCBr | COC(C)=O,6
CNC=O | Cc1ccccc1N,6
C1COCCN1,1
CN1CCOCC1 | O,3
OCCN(CCO)CCO,1
COc1ccccc1,1
